,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,390,3.653480678338271,0.1662860576923077,0.09828841060339646,0.7784011220196353,0.04187537567621719,3.3676017085208168,1.3466563668006506,0.1784,0.7992929292929293,0.03616161616161616
1,1,390,2.882245436692849,0.27846554487179487,0.23021454642570996,0.7131114675220529,0.07377706495589414,2.99167735968964,0.3622377629463489,0.2598,0.9367676767676768,0.011515151515151515
2,2,390,2.3491112938294045,0.38253205128205126,0.3412652479743567,0.7536028823058447,0.07966373098478784,2.6527053374278395,0.7158048244623038,0.3348,0.823939393939394,0.04313131313131313
3,3,390,1.9977247161742968,0.4607772435897436,0.4227584364704835,0.8026421136909527,0.07606084867894315,2.2707336552535433,0.8891204633773901,0.4192,0.7758585858585859,0.05444444444444444
4,4,390,1.7477940516594128,0.5157451923076923,0.4795343764606379,0.8417150871568824,0.0667200961731116,2.4400970392589327,0.37991546705747264,0.4037,0.8933333333333333,0.025252525252525252
5,5,390,1.5621491722571543,0.5597956730769231,0.5250072339573085,0.8728219507310234,0.05587822952132986,2.2101102011113225,0.3580519062204239,0.4537,0.9030303030303031,0.019494949494949496
6,6,390,1.410590165395003,0.5970753205128205,0.5646870269788977,0.888310648518815,0.05544435548438751,1.9273608093020282,0.5445435115924249,0.4967,0.8604040404040404,0.026767676767676767
7,7,390,1.2842828334906162,0.6292668269230769,0.5987490818438801,0.9038654115762067,0.05147206088523933,1.7804346431659748,0.21546130598737642,0.5227,0.937979797979798,0.013636363636363636
8,8,390,1.1714702875186236,0.6587740384615385,0.6300583181231358,0.9171005206247497,0.046255506607929514,1.8773270649246023,1.9401394999944246,0.5166,0.5833333333333334,0.0707070707070707
9,9,390,1.0775846427831894,0.680448717948718,0.6527023417327041,0.9299439551641313,0.0422337870296237,1.7451531011847001,0.40867942590744066,0.5509,0.8867676767676768,0.021414141414141413
10,10,390,0.986163231654045,0.7041065705128206,0.6779212107723125,0.9398797595190381,0.03807615230460922,1.700032443939885,0.2842066266979927,0.5647,0.9248484848484848,0.014444444444444444
11,11,390,0.9112088583982908,0.7243389423076924,0.6997707494046161,0.9455019034261671,0.03486275295531958,1.758005167864546,0.04489358915732457,0.5604,0.9865656565656565,0.0036363636363636364
12,12,390,0.8330554450169588,0.7454527243589744,0.7216559091920766,0.9597194388777555,0.031663326653306616,1.6873006707505336,0.2881669289408586,0.5765,0.9278787878787879,0.013939393939393939
13,13,390,0.7470140337944031,0.7717147435897436,0.7486312040952593,0.9795591182364729,0.021442885771543085,1.8141675221769116,0.15076011486160448,0.5589,0.961919191919192,0.015151515151515152
14,14,390,0.6877297478608596,0.7857972756410256,0.7634332012643013,0.986984381257509,0.0184221065278334,1.6912410213977476,0.008106830848774758,0.5899,0.9974747474747475,0.0008080808080808081
15,15,390,0.6290413532501612,0.8027043269230769,0.7819448463130717,0.9895812462432378,0.017231015828491285,1.620511765721478,0.01416435858692029,0.6032,0.9961616161616161,0.0015151515151515152
16,16,390,0.5662891470468961,0.8215544871794872,0.8026930781215224,0.9913827655310621,0.01603206412825651,1.8835189523576181,0.004144412861098072,0.5836,0.9986868686868687,0.000505050505050505
17,17,390,0.510473179587951,0.8372796474358974,0.8203267595601657,0.9897877452943532,0.016419703644373247,1.6507145400288739,0.07783801602319074,0.6098,0.9792929292929293,0.005050505050505051
18,18,390,0.47806892815308694,0.8459935897435897,0.8297280455779588,0.992579221821099,0.015443241075010028,1.955576371543015,0.00791695556244521,0.5779,0.9976767676767677,0.0009090909090909091
19,19,390,0.4220690715389374,0.8632411858974359,0.8488247863247863,0.992988782051282,0.015825320512820512,1.7750808634335482,0.005417170735966419,0.6108,0.9984848484848485,0.000505050505050505
20,20,390,0.3755997873269595,0.876522435897436,0.86342896570144,0.9943899018232819,0.014025245441795231,1.7959708835505233,0.10322909580113795,0.6053,0.9743434343434343,0.008888888888888889
21,21,390,0.35437336499110245,0.8852964743589744,0.8734030714444692,0.9923847695390782,0.016833667334669337,1.7467417822608464,0.012240040515082047,0.6142,0.9962626262626263,0.0016161616161616162
22,22,390,0.3106796229114899,0.8985777243589743,0.8878625325528079,0.9949929901862608,0.014219907871019427,1.7746372102182122,0.014349408516630855,0.6261,0.9954545454545455,0.0017171717171717172
23,23,390,0.2836129020039852,0.9069911858974359,0.8971442562378971,0.9955938313639094,0.01341878630082115,1.9590646194506296,0.00932133476859958,0.603,0.9975757575757576,0.0011111111111111111
24,24,390,0.25835557530323666,0.9156049679487179,0.9067375965455071,0.99539355097136,0.01381934708592029,1.8530912851985497,0.011103590826795157,0.629,0.9963636363636363,0.0015151515151515152
25,25,390,0.21760558996063012,0.9288461538461539,0.9213940756237065,0.9959895728895127,0.014237016242229797,1.9124186340766618,0.023659353512369145,0.6185,0.9945454545454545,0.0022222222222222222
26,26,390,0.19905348725807973,0.9357371794871795,0.9289529914529915,0.9967948717948718,0.013621794871794872,1.8153558109380021,0.05548296428288524,0.6295,0.9851515151515151,0.005050505050505051
27,27,390,0.18970271369967706,0.9387419871794872,0.9325319977740679,0.9945945945945946,0.014614614614614614,1.8840945989270754,0.00785106405043023,0.629,0.9972727272727273,0.0013131313131313131
28,28,390,0.16919796292980513,0.9447115384615384,0.9389022435897436,0.9969951923076923,0.013421474358974358,1.9819631621807436,0.0025465263893528125,0.6262,0.9990909090909091,0.00030303030303030303
29,29,390,0.13557756208838562,0.9574919871794871,0.9529914529914529,0.9979967948717948,0.013020833333333334,1.8337188446069066,0.005423272747432242,0.634,0.9988888888888889,0.0006060606060606061
30,30,390,0.12480633587409289,0.9611177884615385,0.9571101070578023,0.9971949509116409,0.012823081546784212,1.9699078587037098,0.0015823224248298728,0.6317,0.9995959595959596,0.00010101010101010101
31,31,390,0.12096842151039686,0.9620592948717949,0.9580458490985978,0.9981963927855712,0.012224448897795592,1.9714274089547652,0.004537707801708197,0.6319,0.998989898989899,0.0007070707070707071
32,32,390,0.10328113767676629,0.9684895833333333,0.9651004918871998,0.9989981967541575,0.012622720897615708,1.88803117486495,0.014343565923366278,0.6528,0.9955555555555555,0.00202020202020202
33,33,390,0.08615243017482452,0.9743990384615384,0.9716409936782121,0.9991993594875901,0.0122097678142514,1.8076306777664377,0.01663590463370686,0.66,0.9953535353535353,0.0023232323232323234
34,34,390,0.0842460548505187,0.9755008012820513,0.972979590019809,0.9981967541574834,0.012823081546784212,1.8912510751168938,0.005340416708930043,0.6542,0.9985858585858586,0.00101010101010101
35,35,390,0.06714922299560828,0.9814903846153846,0.9796122771483897,0.9983971148066519,0.012622720897615708,1.808669055564494,9.315804741256948e-05,0.6642,1.0,0.0
36,36,390,0.05304299121818099,0.9860176282051282,0.9845297718419588,0.9993993993993994,0.011811811811811812,1.7640378897703146,0.003458744827797161,0.6647,0.9983838383838384,0.000505050505050505
37,37,390,0.04350765218289617,0.9895633012820513,0.9885592182874441,0.998598037252153,0.012617664730622872,1.8101406323758862,0.001077057308638183,0.6644,0.9994949494949495,0.00030303030303030303
38,38,390,0.03706727059653554,0.9916065705128205,0.9907407407407407,0.9993990384615384,0.01201923076923077,1.741279989858217,0.0023636075283239057,0.6703,0.9993939393939394,0.000505050505050505
39,39,390,0.031831400414021355,0.9930488782051282,0.9923884981750201,0.9989975942261428,0.012028869286287089,1.690528807760794,0.00288104483618959,0.6752,0.9987878787878788,0.00101010101010101
40,40,390,0.024694951836210795,0.9951522435897436,0.9947252453762436,0.9989977951493285,0.012226899178192023,1.6645212792143036,0.0013534947633910377,0.6795,0.9993939393939394,0.00040404040404040404
41,41,390,0.022342834425851322,0.9960136217948717,0.9955935371878756,0.9997994384275972,0.011632571199358203,1.6580673003498512,0.0007000670880162902,0.6844,0.9997979797979798,0.00010101010101010101
42,42,390,0.021838287284406715,0.9959535256410257,0.9956373672847063,0.9987983176447026,0.012417384338073302,1.6291741268544258,0.0018803878010424878,0.6853,0.9993939393939394,0.00040404040404040404
43,43,390,0.01596307510104126,0.9974158653846154,0.9971287393162394,1.0,0.011618589743589744,1.6065488042710703,0.001958245427682087,0.6855,0.9994949494949495,0.00010101010101010101
44,44,390,0.014625663232679168,0.998056891025641,0.9978407977918262,1.0,0.011609287429943955,1.6044650304166577,0.0011725971705829625,0.6837,0.9997979797979798,0.00010101010101010101
45,45,390,0.011505818330587295,0.998818108974359,0.9986868754312167,1.0,0.011625576267789137,1.5898958746391008,0.0006062753901221349,0.6925,0.99989898989899,0.0
46,46,390,0.01175767906750433,0.9987379807692308,0.9985976939856653,1.0,0.011613936724068883,1.560106324244149,0.0020796373530629353,0.6931,0.9992929292929293,0.00040404040404040404
47,47,390,0.009536518896213517,0.9991386217948718,0.9990429131054132,1.0,0.011618589743589744,1.5254194193248507,0.0008666951766681217,0.6931,0.9995959595959596,0.00030303030303030303
48,48,390,0.008723513999929986,0.999238782051282,0.9991543152178751,1.0,0.011632571199358203,1.5018342733383179,0.0014025295581515634,0.6938,0.9994949494949495,0.00030303030303030303
49,49,390,0.008467195067817393,0.9992788461538461,0.9992431493889544,0.9995997598559135,0.01180708425055033,1.490475668182856,0.0006662186781282705,0.6931,0.9996969696969698,0.00020202020202020202
50,50,390,0.007833217978716278,0.9993990384615384,0.999354508424778,0.9997997196074504,0.011616262767875024,1.4728646346285372,0.0015587866578127246,0.6967,0.9994949494949495,0.00020202020202020202
51,51,390,0.007606823298220451,0.9994591346153846,0.9993990652125528,1.0,0.011623246492985972,1.4436407277855692,0.0007407050601124446,0.6977,0.9995959595959596,0.00020202020202020202
52,52,390,0.0069388864651465645,0.9995993589743589,0.9995548631204095,1.0,0.011623246492985972,1.431127023093308,0.0017955502799174073,0.7005,0.9993939393939394,0.00040404040404040404
53,53,390,0.006417710981809367,0.9996594551282051,0.999621591541458,1.0,0.011611611611611611,1.4139232763761207,0.00047198138123022567,0.7021,0.9997979797979798,0.00010101010101010101
54,54,390,0.006833265283598732,0.9994991987179487,0.9994435665160587,1.0,0.011620917651773192,1.4200338019600398,0.0003242067314903789,0.6993,0.99989898989899,0.0
55,55,390,0.006933857161456194,0.9995192307692308,0.999465811965812,1.0,0.011618589743589744,1.4087711519832853,0.0004591795094105085,0.6995,0.9997979797979798,0.00010101010101010101
56,56,390,0.006339728184498082,0.9996794871794872,0.9996660953186564,0.9997998799279568,0.01180708425055033,1.402004681810548,0.0004300180495332685,0.7005,0.9997979797979798,0.00010101010101010101
