,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,468,0.22330708818512165,0.9253639155982906,0.9176666975795233,0.9946568709300384,0.10202037067957923,0.12177554230924838,0.0006606233780370479,0.9638,0.9996674057649667,0.0003325942350332594
1,1,468,0.041398089975078836,0.9870960202991453,0.9857553556524158,0.9991651360828185,0.10151945232927033,0.039828679767323814,0.0002750895209071162,0.9876,0.9998891352549889,0.0
2,2,468,0.028124619564379796,0.9914863782051282,0.9906155529590682,0.9993316624895572,0.1014202172096909,0.10247816988915394,2.450083745726792e-05,0.9699,1.0,0.0
3,3,468,0.02390578512411314,0.992721688034188,0.9919493962047153,0.9996663886572144,0.1012510425354462,0.02678899728465395,1.3484298025860868e-05,0.9919,1.0,0.0
4,4,468,0.021020189231250666,0.9933894230769231,0.9927104779923209,0.99949924887331,0.10115172759138708,0.026627585579493067,3.269140634067569e-07,0.9918,1.0,0.0
5,5,468,0.020201841606828187,0.993606436965812,0.9929334520365012,0.9996659986639946,0.10103540414161656,0.018180874707007817,2.938981742592602e-06,0.9938,1.0,0.0
6,6,468,0.016668719861409668,0.9948083600427351,0.9942316609477881,1.0,0.10085156119552513,0.024256192449914275,3.27864073280342e-07,0.9921,1.0,0.0
7,7,468,0.016513909744887322,0.9949252136752137,0.9943982786763614,0.9996662216288384,0.1009679572763685,0.01948023185238376,1.7645535824368847e-07,0.9934,1.0,0.0
8,8,468,0.013976315193813052,0.9955094818376068,0.9950288438352098,0.999833138661772,0.10111797096612715,0.02961810441434242,2.820244554948684e-06,0.9901,1.0,0.0
9,9,468,0.01271448074473102,0.996360844017094,0.9959565983492534,1.0,0.10101853397896143,0.02211263274668592,2.0759287515759328e-05,0.9929,1.0,0.0
10,10,468,0.012858769693772575,0.995826655982906,0.9953995696371596,0.9996664442961974,0.10123415610406938,0.02063143848953345,1.120646138139857e-07,0.9932,1.0,0.0
11,11,468,0.011726647792667605,0.9964776976495726,0.9960860693748841,1.0,0.1006006006006006,0.01586854109106603,8.086685054774829e-05,0.9946,1.0,0.0
12,12,468,0.011019807738131588,0.9967948717948718,0.9964385746879115,1.0,0.10078424828967128,0.023896291142729658,5.010972124092776e-05,0.9926,1.0,0.0
13,13,468,0.010525158841974344,0.9967614850427351,0.9964202248024632,0.9998330550918197,0.1011686143572621,0.013317679876389418,1.1138045443694712e-07,0.9955,1.0,0.0
14,14,468,0.009247625539547956,0.9973123664529915,0.9970507493693427,0.9996662216288384,0.10113484646194927,0.018117976028118887,5.696369733499946e-09,0.9945,1.0,0.0
15,15,468,0.010230168727238744,0.9968783386752137,0.9965498692289143,0.999833138661772,0.10078424828967128,0.02075731614807214,1.2609254856894476e-06,0.9932,1.0,0.0
16,16,468,0.009612655883927831,0.9970619658119658,0.996754089846793,0.9998330550918197,0.1011686143572621,0.021057952331024286,1.0352457200098451e-07,0.9929,1.0,0.0
17,17,468,0.008683760269929588,0.9973290598290598,0.9970319804110707,1.0,0.10090060040026684,0.017465288781727106,0.00015903902621316711,0.9944,1.0,0.0
18,18,468,0.008546361478965214,0.9976128472222222,0.9973475293070189,1.0,0.10080106809078772,0.01631606800905893,8.44933267960097e-06,0.9945,1.0,0.0
19,19,468,0.008122486917863691,0.9976629273504274,0.9974031755453331,1.0,0.1009679572763685,0.024394889288107405,8.06558929698568e-05,0.9925,1.0,0.0
20,20,468,0.007844069460487744,0.9977297008547008,0.9974772301470998,1.0,0.10091743119266056,0.01431708877024431,9.190718183034874e-05,0.995,1.0,0.0
21,21,468,0.007635410226651161,0.9977630876068376,0.9975330625266633,0.99983308295777,0.10065097646469705,0.01523074523246106,1.3236562285206853e-05,0.9949,1.0,0.0
22,22,468,0.008070445378017701,0.9973791399572649,0.9970880089029027,1.0,0.10085156119552513,0.014379590105829865,5.865829371032305e-05,0.9962,1.0,0.0
23,23,468,0.006753826292840372,0.9981303418803419,0.9979225019012817,1.0,0.10078424828967128,0.014344793799000975,9.610395864001475e-06,0.9958,1.0,0.0
24,24,468,0.0060852650128495,0.9982305021367521,0.9980522732753344,0.9998331943286072,0.10091743119266056,0.015385830807368805,5.696970303278518e-06,0.9957,1.0,0.0
25,25,468,0.007300417875755642,0.9978465544871795,0.997607256134884,1.0,0.10081789350692706,0.021534522495153686,1.6051939331793595e-06,0.9934,1.0,0.0
26,26,468,0.008812494756103918,0.9973457532051282,0.9970508587750863,1.0,0.1008347245409015,0.016621667851032276,0.0001416336689173067,0.9951,1.0,0.0
27,27,468,0.0065914592930786395,0.9981303418803419,0.9979225789698217,1.0,0.10098481054915708,0.022959849870409315,0.00011070577735589608,0.9926,1.0,0.0
28,28,468,0.007424415133218878,0.9977630876068376,0.9975330167680665,0.9998331108144193,0.10113484646194927,0.014826799588608762,2.906836805739428e-06,0.9955,1.0,0.0
29,29,468,0.006294987911653743,0.998313969017094,0.9981265418931201,1.0,0.10061738695144334,0.01371289468919759,1.0700559452974194e-05,0.995,1.0,0.0
30,30,468,0.006726638182907407,0.9979467147435898,0.9977185465472149,1.0,0.10081789350692706,0.017836269864899435,9.633657728173462e-06,0.9945,1.0,0.0
31,31,468,0.0048757021984970495,0.9985309829059829,0.9983863189524057,0.9998330550918197,0.1008347245409015,0.01624149153618027,8.736231239696203e-06,0.9951,1.0,0.0
32,32,468,0.004421482045651447,0.9988314636752137,0.9987016841011944,1.0,0.1008684034736139,0.02276571788050067,6.820227404397218e-05,0.9916,1.0,0.0
33,33,468,0.005098964272766686,0.9985309829059829,0.998367801168506,1.0,0.10101853397896143,0.015054741257492562,0.0001796250315391275,0.9957,1.0,0.0
34,34,468,0.00467575102883195,0.9986979166666666,0.9985532514745706,1.0,0.10066777963272121,0.0131178848913103,3.872916803770685e-05,0.996,1.0,0.0
35,35,468,0.004851144276751886,0.9987813835470085,0.998645841062551,1.0,0.10090060040026684,0.01669516313945045,0.00014156590756537183,0.9951,1.0,0.0
36,36,468,0.005251426421909078,0.9986144497863247,0.9984604255161285,1.0,0.10095110962789922,0.016570824992148903,4.505319379923478e-05,0.9957,1.0,0.0
37,37,468,0.005672737335445186,0.9983640491452992,0.998182256598594,1.0,0.10081789350692706,0.015526217233348722,3.6634984444646477e-05,0.9952,1.0,0.0
38,38,468,0.0028806751867168946,0.9993823450854701,0.9993136836638163,1.0,0.10095110962789922,0.012297990962146793,5.8676550215238075e-05,0.9968,1.0,0.0
39,39,468,0.004259669819872122,0.9987146100427351,0.9985902429975886,0.9998331664998331,0.1011011011011011,0.01598953405639033,3.249978990553104e-05,0.995,1.0,0.0
40,40,468,0.0036857603606307763,0.9990150908119658,0.9989056645769188,1.0,0.1008347245409015,0.023850371567105073,8.764106263390178e-05,0.993,1.0,0.0
41,41,468,0.003867696965664016,0.9989983974358975,0.9988871990800846,1.0,0.10073504844637488,0.011832186952509616,9.425618021927683e-05,0.9963,1.0,0.0
42,42,468,0.00289507761420896,0.9993489583333334,0.9992951607219038,0.99983308295777,0.10098481054915708,0.04180572738633727,1.2315632439297165e-05,0.9878,1.0,0.0
43,43,468,0.003446124039172955,0.9991319444444444,0.9990355546488121,1.0,0.10071822281610156,0.014396057916972587,9.346681342232303e-06,0.9957,1.0,0.0
44,44,468,0.004000044803860951,0.9987813835470085,0.998645841062551,1.0,0.10090060040026684,0.01883724167465182,4.225362407479724e-06,0.9946,1.0,0.0
45,45,468,0.0035206076212271624,0.9991152510683761,0.9990168617485021,1.0,0.10091743119266056,0.01517790291302534,5.541436052815595e-05,0.9962,1.0,0.0
46,46,468,0.0022783037409401284,0.9995325854700855,0.9994806062067558,1.0,0.10091743119266056,0.013470930402980207,4.92761452259286e-05,0.9959,1.0,0.0
47,47,468,0.002187780042452057,0.9996160523504274,0.9995733867527312,1.0,0.10081789350692706,0.015775290940227126,3.0852884662290054e-05,0.9962,1.0,0.0
48,48,468,0.002105302307341829,0.9994491185897436,0.9993879367905631,1.0,0.10103540414161656,0.014506570338313925,2.9087889294753272e-05,0.9966,1.0,0.0
49,49,468,0.0017954134306127632,0.9995993589743589,0.9995733471840914,0.9998332221480988,0.1010673782521681,0.012407222733876367,5.765285100673102e-05,0.9962,1.0,0.0
50,50,468,0.0017635038999505301,0.9996995192307693,0.9996661287630071,1.0,0.10098481054915708,0.012397438314306045,4.355670837316544e-05,0.9959,1.0,0.0
51,51,468,0.0010676845427392086,0.9998330662393162,0.9998145125389524,1.0,0.10080106809078772,0.012439437317672993,7.408324576394541e-05,0.9965,1.0,0.0
52,52,468,0.001352003396627529,0.9997829861111112,0.9997588707732828,1.0,0.10098481054915708,0.01800511467795159,4.550621820848212e-05,0.9951,1.0,0.0
53,53,468,0.0028287787381875524,0.9992654914529915,0.9991839611268755,1.0,0.1010860484544695,0.013962083570478644,0.0001657452261318046,0.9965,1.0,0.0
54,54,468,0.001314407099786107,0.9997829861111112,0.9997588618278274,1.0,0.10078424828967128,0.012872909854011112,9.93710714859665e-05,0.9965,1.0,0.0
55,55,468,0.0016238501040913209,0.9996995192307693,0.9996661473403071,1.0,0.1008684034736139,0.013690069408859258,0.00011096869254711045,0.9964,1.0,0.0
56,56,468,0.002001872576492576,0.9996661324786325,0.999629045720115,1.0,0.10085156119552513,0.014238258397141825,4.492378000474968e-05,0.9954,1.0,0.0
57,57,468,0.0012327527520572667,0.9998998397435898,0.9998887054589972,1.0,0.10095110962789922,0.011418556310903263,8.497994989943756e-05,0.9967,1.0,0.0
58,58,468,0.0010134727276752715,0.9998831463675214,0.9998701563688301,1.0,0.10078424828967128,0.01221908674102175,0.00015856355970190892,0.9961,1.0,0.0
59,59,468,0.0009441211566607106,0.9998330662393162,0.999814498775692,1.0,0.10073382254836558,0.013605109477195376,8.072410814683805e-05,0.9966,1.0,0.0
60,60,468,0.0012307948685717832,0.9997495993589743,0.9997217481635379,1.0,0.10090060040026684,0.012778086722069537,7.34792061131218e-05,0.9963,1.0,0.0
61,61,468,0.0007820872795911363,0.9998998397435898,0.9998887033945465,1.0,0.10093426760093427,0.013266757070296887,0.00010184665621687907,0.996,1.0,0.0
62,62,468,0.0009199638872628268,0.9998330662393162,0.9998145297401562,1.0,0.10071822281610156,0.013554734310236188,0.00022781337017003237,0.9957,1.0,0.0
63,63,468,0.0009839541801653453,0.9998831463675214,0.9998701708181094,1.0,0.10105227993986972,0.013579096870947794,0.00015042721272141239,0.9961,1.0,0.0
64,64,468,0.0012589612146195236,0.9997829861111112,0.9997588841902219,1.0,0.10070140280561123,0.012392610286917283,7.753839676758655e-05,0.9962,1.0,0.0
65,65,468,0.0012401493074251518,0.9998330662393162,0.9998145194198167,1.0,0.10066777963272121,0.011804824598561648,0.00013169470697339678,0.9963,1.0,0.0
