,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,390,3.7509713472464146,0.1189102564102564,0.10941255851220849,0.2995188452285485,0.1082598235765838,3.3568088947972163,3.6865690854879527,0.1875,0.03898989898989899,0.18131313131313131
1,1,390,2.9981340176019913,0.23918269230769232,0.24598840274117026,0.10981963927855712,0.23046092184368738,2.7618496538717534,1.8549542044981933,0.2865,0.47424242424242424,0.21585858585858586
2,2,390,2.4698686917622883,0.35068108974358975,0.34808004554751915,0.4000800961153384,0.2274729675610733,2.581940904448304,0.5465555258859427,0.3569,0.8631313131313131,0.06878787878787879
3,3,390,2.110103204005804,0.4332732371794872,0.4291588469729878,0.5114136964357229,0.21505806968362035,2.2469488035274456,0.521423455232229,0.4245,0.8590909090909091,0.07636363636363637
4,4,390,1.8588459705695128,0.4909855769230769,0.4885182295510617,0.5378454144973969,0.23107729275130157,2.3288261935680725,0.4649949776343046,0.4223,0.8934343434343435,0.06111111111111111
5,5,390,1.6867391191996062,0.5297676282051282,0.5287407219973009,0.5492788461538461,0.24599358974358973,2.006784603565554,0.6691867898289974,0.4772,0.8746464646464647,0.07181818181818182
6,6,390,1.5399873323929616,0.5663862179487179,0.5679973007739187,0.5358143257302921,0.25970388155262103,2.2566910318181486,0.4558517967756742,0.4463,0.89,0.05858585858585859
7,7,390,1.4122711351284614,0.596474358974359,0.5992324561403509,0.5440705128205128,0.2624198717948718,1.9900541471529611,0.3058245902498945,0.4753,0.906969696969697,0.056767676767676765
8,8,390,1.3046622505554786,0.6268629807692307,0.6305745914602003,0.556312625250501,0.26773547094188377,1.7934389914138407,0.4418118945681132,0.526,0.9041414141414141,0.06060606060606061
9,9,390,1.2129402808654002,0.6488782051282052,0.6542111256378896,0.5476381104883907,0.2698158526821457,1.7334312019468863,0.8172200450148338,0.5535,0.8372727272727273,0.10898989898989898
10,10,390,1.1248260953487494,0.6723357371794871,0.6782641700404858,0.5596955128205128,0.27323717948717946,1.6825083026403114,0.4741399811628537,0.5713,0.8936363636363637,0.07565656565656566
11,11,390,1.0471509039402007,0.6924278846153846,0.6984796406806824,0.5774929915899079,0.27392871445734884,1.6163801422602013,0.6582709457247685,0.5786,0.8612121212121212,0.09858585858585858
12,12,390,0.9700166002298013,0.7138822115384615,0.7210484143049932,0.5777243589743589,0.27163461538461536,1.7494511619398865,0.3817423381782973,0.5659,0.9074747474747474,0.06848484848484848
13,13,390,0.9083382537731758,0.7306690705128205,0.7386032977691561,0.5797914995990376,0.27425821972734565,1.5950789647766306,0.5211768778852928,0.5977,0.8945454545454545,0.07717171717171717
14,14,390,0.8379135098976966,0.7461338141025641,0.7545283933956097,0.5867040448538245,0.263516219463356,1.6368034549906283,0.7938363699194713,0.5958,0.8582828282828283,0.10131313131313131
15,15,390,0.7855194326394643,0.7630008012820513,0.7725997933492187,0.5806968362034441,0.26591910292350823,1.6205608361884007,0.5215169593500786,0.5988,0.8838383838383839,0.08494949494949496
16,16,390,0.7097297634069736,0.7837339743589744,0.7932357778433771,0.603047313552526,0.25821972734562953,1.6664576545546326,0.49584416653483343,0.6032,0.8994949494949495,0.07434343434343435
17,17,390,0.6640769444979154,0.7953125,0.8048837062185016,0.6135362434921906,0.24669603524229075,1.6277858924262132,0.6856289689357464,0.6038,0.8567676767676767,0.10595959595959596
18,18,390,0.6079803304794508,0.8116786858974359,0.8221514717044783,0.6123595505617978,0.25601926163723915,1.8467657369903372,0.6756192174477454,0.5964,0.8930303030303031,0.07585858585858586
19,19,390,0.5653212796419095,0.8245592948717949,0.8357758893363979,0.6115338406087305,0.24789747697236683,1.6582304722146144,0.6096417481700579,0.6157,0.9028282828282829,0.07212121212121213
20,20,390,0.49892308780780203,0.8447315705128206,0.8550373213005524,0.648757016840417,0.23696872493985566,1.6929917954191376,0.8083586520873584,0.6226,0.8715151515151515,0.09818181818181818
21,21,390,0.4731673886378606,0.8512620192307693,0.862649179774807,0.6347233360064154,0.23576583801122694,1.8504990309099607,0.6038717172848873,0.5882,0.8861616161616162,0.0795959595959596
22,22,390,0.4378340985148381,0.8634815705128205,0.8743884952766532,0.65625,0.22716346153846154,1.7881886762908743,0.6874520406126976,0.6091,0.8809090909090909,0.08646464646464647
23,23,390,0.38954352140426635,0.8786658653846153,0.8902266736953084,0.6589178356713427,0.21442885771543085,1.9091562741919408,0.6062034727671207,0.5962,0.8888888888888888,0.08363636363636363
24,24,390,0.3526461821718094,0.8882211538461539,0.8987832908082576,0.6876251501802163,0.197436924309171,2.0006779794451557,0.6905014726022879,0.5953,0.8759595959595959,0.09171717171717171
25,25,390,0.32681573977073036,0.8983774038461538,0.9094570374275172,0.6877755511022045,0.21162324649298597,1.9580835994285872,0.9835468358718432,0.609,0.842020202020202,0.11656565656565657
26,26,390,0.3009303172811484,0.9053485576923077,0.9160780179230363,0.7014028056112225,0.18877755511022043,1.947477920145928,0.8490583224174304,0.6132,0.858989898989899,0.10494949494949495
27,27,390,0.28854001053632833,0.9084935897435897,0.9194272821204901,0.7008410092110533,0.1918301962354826,1.9024686602097522,0.5437844187403337,0.6184,0.9087878787878788,0.0691919191919192
28,28,390,0.24863140567755088,0.9232171474358974,0.9333445796343547,0.7308770524629555,0.18061674008810572,1.946565625033801,0.748766254251584,0.6177,0.8887878787878788,0.08484848484848485
29,29,390,0.2276680604960674,0.9299679487179487,0.9400105429625725,0.7390781563126253,0.16713426853707414,1.919996383823926,0.8896340189071802,0.631,0.8578787878787879,0.11151515151515151
30,30,390,0.21123306732147168,0.9358774038461538,0.9462075364274719,0.7396876251501802,0.17060472567080498,1.9879899341848832,0.8958865698331442,0.6174,0.8346464646464646,0.1295959595959596
31,31,390,0.19162798852492602,0.9407251602564103,0.9494370176696327,0.7750601443464314,0.13953488372093023,2.2118723664102675,1.3061866125999353,0.6091,0.795959595959596,0.15151515151515152
32,32,390,0.17640663906931878,0.9460536858974359,0.9546020031628888,0.7835671342685371,0.1374749498997996,1.899695773667927,1.2327465132260933,0.6382,0.8025252525252525,0.15555555555555556
33,33,390,0.15766052957146595,0.9527243589743589,0.9612627050735946,0.7906325060048038,0.13650920736589273,1.957066760787481,0.8006267650769308,0.6324,0.8649494949494949,0.10585858585858586
34,34,390,0.14515152069238516,0.9574719551282052,0.965417624359488,0.8065678814577493,0.13255907088506208,1.859833152988289,0.8201811049993222,0.6374,0.868989898989899,0.10212121212121213
35,35,390,0.13361893866497737,0.9591746794871795,0.9668311403508771,0.8137019230769231,0.12459935897435898,1.9388341043568864,0.8364971623970912,0.6341,0.8580808080808081,0.11434343434343434
36,36,390,0.11301669387672192,0.9669070512820512,0.9734933153388723,0.8418734987990393,0.10448358686949559,1.9512642244749432,0.9772733851121023,0.6441,0.8715151515151515,0.10292929292929293
37,37,390,0.10745312014642434,0.9685897435897436,0.9745271281867448,0.855826992390869,0.10172206647977573,2.0180202043509183,1.2559015540740428,0.6362,0.8218181818181818,0.1411111111111111
38,38,390,0.1048344865345802,0.9698517628205128,0.9759188579381313,0.8546255506607929,0.10332398878654385,1.94389645510082,0.7800016535016207,0.6468,0.8787878787878788,0.09646464646464646
39,39,390,0.09010534029071912,0.9752203525641026,0.9808114035087719,0.8689903846153846,0.09775641025641026,1.8577395285232157,0.926532326791531,0.6558,0.8666666666666667,0.10707070707070707
40,40,390,0.07470070745031802,0.9795072115384615,0.9849452843317098,0.8760529482551144,0.0958684316085038,1.860715147815173,1.07146763190245,0.662,0.8622222222222222,0.11131313131313131
41,41,390,0.06771066085650371,0.9818108974358974,0.9866534536560682,0.8896468699839486,0.0826645264847512,1.8884121375747873,0.9563561047498996,0.6557,0.8447474747474748,0.12353535353535354
42,42,390,0.0566141052553669,0.9851963141025641,0.9890985767000527,0.9110220440881763,0.06412825651302605,1.808442612237568,0.9782452697937305,0.6602,0.8460606060606061,0.12666666666666668
43,43,390,0.05126920577902824,0.9878405448717948,0.9913122324610422,0.9219062875450541,0.05646776131357629,1.8256748597833174,1.3350778650014827,0.6581,0.7792929292929293,0.18131313131313131
44,44,390,0.044768153439061,0.9891426282051282,0.9922819004238629,0.9295718287314926,0.0584233693477391,1.815021012402788,1.1505535050080373,0.6569,0.8062626262626262,0.16090909090909092
45,45,390,0.04021821006034047,0.990604967948718,0.9935685216034413,0.934321185422507,0.05726872246696035,1.8255876634694352,0.9650725494974699,0.667,0.8495959595959596,0.12202020202020201
46,46,390,0.03385344911247301,0.992988782051282,0.9953399122807017,0.9483173076923077,0.04447115384615385,1.7444847505303878,1.072405687509439,0.6696,0.8288888888888889,0.1415151515151515
47,47,390,0.032147434525764906,0.9932892628205128,0.9953609986504723,0.953926282051282,0.042067307692307696,1.7435959351213672,1.1806009728939106,0.6711,0.8189898989898989,0.1506060606060606
48,48,390,0.025576663709794865,0.9950721153846154,0.996879348880361,0.9607056936647955,0.03929430633520449,1.7132591748539405,1.2612174382576575,0.6768,0.8062626262626262,0.1603030303030303
49,49,390,0.02325451353755899,0.9957532051282051,0.9976171397241786,0.9603682946357086,0.04083266613290633,1.6823962051657182,0.9595898756614099,0.6728,0.8475757575757575,0.12575757575757576
50,50,390,0.02049524915189697,0.9964342948717949,0.9975750163422812,0.9747697236684021,0.02923508209851822,1.6786930048013036,1.2795443213902986,0.6816,0.8038383838383838,0.16282828282828282
51,51,390,0.01690907844175131,0.997676282051282,0.9986504723346828,0.9791666666666666,0.027644230769230768,1.637064610855489,0.9841577496666175,0.6839,0.8691919191919192,0.10909090909090909
52,52,390,0.014864021899083105,0.9977564102564103,0.9984818454012567,0.9839615076182838,0.021251002405773857,1.631642776199534,0.9846837868293127,0.6805,0.8578787878787879,0.11767676767676767
53,53,390,0.01380138748134367,0.9981169871794872,0.9987137043206883,0.986784140969163,0.021225470564677613,1.6115934260283844,1.0056274346052072,0.6832,0.8526262626262626,0.12181818181818181
54,54,390,0.01316545674075874,0.9982171474358974,0.9987559041835358,0.9879807692307693,0.020833333333333332,1.5978323357014717,1.3162543804217608,0.6822,0.784949494949495,0.17898989898989898
55,55,390,0.011826678249053656,0.9986578525641026,0.9991354406089872,0.9895875050060072,0.0184221065278334,1.597454603714279,0.9794343362251917,0.6818,0.8273737373737374,0.14373737373737375
56,56,390,0.010144809649612467,0.9990785256410256,0.9993673555461831,0.9936,0.0168,1.5949156450319895,1.1942841846209307,0.6836,0.7921212121212121,0.17404040404040405
57,57,390,0.010287803569689202,0.9987780448717949,0.9993463363205061,0.9879759519038076,0.020841683366733466,1.576951638052735,1.2736654999928596,0.6847,0.7782828282828282,0.18636363636363637
58,58,390,0.009248066824287748,0.9989783653846154,0.999325193479682,0.9923969587835134,0.0196078431372549,1.5609908435918107,1.200807151886133,0.6851,0.7925252525252525,0.17494949494949494
59,59,390,0.009036573158720364,0.9991386217948718,0.9994939164540413,0.9923908690428515,0.01762114537444934,1.557418458069427,1.2397638704532232,0.6865,0.7826262626262627,0.18343434343434342
60,60,390,0.00866644369581571,0.9990384615384615,0.9994095691963815,0.9919903884661594,0.01802162595114137,1.5360313487958304,1.1994561633238425,0.6875,0.803030303030303,0.16525252525252526
61,61,390,0.007642609854109394,0.9993790064102565,0.9995782814971007,0.9955911823647294,0.01603206412825651,1.5275848515426056,1.6445984076230953,0.6844,0.6883838383838384,0.261010101010101
62,62,390,0.008273016364098742,0.9991586538461539,0.9994517312639704,0.9935948759007206,0.017614091273018415,1.519256185881699,1.1880721835753856,0.6855,0.7931313131313131,0.17373737373737375
63,63,390,0.007653138030153246,0.9994190705128205,0.9996415317139001,0.9951923076923077,0.014823717948717948,1.5140176151372209,1.2213596892662537,0.6858,0.7803030303030303,0.18434343434343434
64,64,390,0.0075046853568309395,0.9995392628205129,0.9995993420775168,0.9983987189751802,0.01401120896717374,1.5061167735087722,1.2602964158241565,0.6868,0.7784848484848484,0.18545454545454546
65,65,390,0.006652883681444785,0.9995793269230769,0.9996626109693608,0.9979975971165399,0.014417300760913096,1.4915604968614216,1.2300207374187617,0.6868,0.788989898989899,0.17686868686868687
66,66,390,0.0070251374308449716,0.9994591346153846,0.9995782814971007,0.9971943887775551,0.014428857715430862,1.4929547370234622,1.2408228245301125,0.6858,0.7741414141414141,0.18888888888888888
67,67,390,0.0070672706897872,0.9993790064102565,0.9995993420775168,0.9951961569255404,0.015612489991993595,1.4844693066198615,1.2356456831479683,0.6893,0.7783838383838384,0.18505050505050505
68,68,390,0.00656652820463746,0.9996594551282051,0.9997469475548807,0.9979991996798719,0.014405762304921969,1.4740862936913213,1.4270566671322553,0.689,0.7391919191919192,0.21767676767676766
69,69,390,0.006841829419733049,0.9995793269230769,0.9997680450414356,0.9959951942330797,0.014417300760913096,1.4850372362740432,1.2329267553794079,0.6852,0.7793939393939394,0.18464646464646464
70,70,390,0.0063987768350694425,0.9995592948717948,0.9996415468308523,0.9979951884522855,0.014434643143544507,1.4696595155740086,1.1923889972460575,0.6866,0.7924242424242425,0.17333333333333334
71,71,390,0.006290239428814787,0.999619391025641,0.9997047970479704,0.9979959919839679,0.013226452905811623,1.460397305367868,1.0712223538221457,0.6866,0.8102020202020203,0.1592929292929293
72,72,390,0.006024814796490738,0.9996794871794872,0.9997469688982604,0.9983967935871744,0.013627254509018036,1.4518137234675734,1.4014384280412624,0.6885,0.7391919191919192,0.21858585858585858
73,73,390,0.005840113290991538,0.9997395833333333,0.9997891363022942,0.9987980769230769,0.013221153846153846,1.4509089219419262,1.27312587086971,0.6869,0.7645454545454545,0.19666666666666666
74,74,390,0.0061986855810317095,0.9996394230769231,0.999683691113829,0.9987990392313851,0.01321056845476381,1.447062521041194,1.313842081870788,0.6883,0.7603030303030303,0.2016161616161616
75,75,390,0.0057915240054568036,0.9997596153846153,0.9998102266736953,0.9987975951903808,0.013226452905811623,1.4395094476168668,1.3023068828460498,0.686,0.762020202020202,0.1994949494949495
76,76,390,0.006289356012040606,0.9996394230769231,0.9997469528910632,0.9975980784627703,0.01321056845476381,1.4451904568491103,1.3044981788366268,0.687,0.7591919191919192,0.2011111111111111
77,77,390,0.005817054280748543,0.9997195512820513,0.9997680352586407,0.9987995198079231,0.013205282112845138,1.4351065777525116,1.340929471529447,0.6889,0.7529292929292929,0.20686868686868687
